Polymer Number,Reaction number,Polymer solubility in dichloro methane at a concentration of 40 mg/mL at room temperature,Physical state of the polymer determined by visual observation and polarized microscope analysis,Degradable,Monomer 1,Monomer 1 SMILES,Monomer 2,Monomer 2 SMILES,SMILES,Mn (kDa),Mw (kDa),D,"Monomer 1:
Monomer 2 (mole basis)",BigSMILES,Method Key
388,388,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,4-cyclohexanedimethanol",OCC(CC1)CCC1CO,C(=O)CCCCCCCCC(=O)OCC(CC1)CCC1CO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(CC 1)CCC1CO[>][]}",M13
389,389,yes,crystalline,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)CCCCCC(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCCCCCC CCO[>][]}",M13
390,390,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)CCCCCCCCC(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC CCCCCO[>][]}",M13
391,391,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)CCCCCCCCC(=O)OCCCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC CCCCCCO[>][]}",M13
392,392,yes,fluid,no,pimelic acid,OC(=O)CCCCCC(=O)O,diethylene glycol,OCCOCCO,C(=O)CCCCCC(=O)OCCOCCO,1.97,2.81,1.42,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCOCCO[>] []}",M14
393,393,yes,fluid,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,diethylene glycol,OCCOCCO,C(=O)CCCCCCCC(=O)OCCOCCO,1.84,2.91,1.58,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCCOCC O[>][]}",M14
394,394,yes,crystalline,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,diethylene glycol,OCCOCCO,C(=O)CCCCCCCCC(=O)OCCOCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCOC CO[>][]}",M14
395,395,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)CSCC(=O)OCC(C)CO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(C)CO[>][]}",M3
396,396,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,diethylene glycol,OCCOCCO,C(=O)C(CC1)CCC1C(=O)OCCOCCO,1.38,2.54,1.85,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCOC CO[>][]}",M14
397,397,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,diethylene glycol,OCCOCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCOCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC COCCO[>][]}",M14
398,398,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,diethylene glycol,OCCOCCO,C(=O)CCCC(=O)OCCOCCO,1.76,3.18,1.81,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCOCCO[>][]}",M14
399,399,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,diethylene glycol,OCCOCCO,C(=O)CSCC(=O)OCCOCCO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCCOCCO[>][]}",M20
400,400,no,solid,no,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,diethylene glycol,OCCOCCO,C(=O)c(ccc1)cc1C(=O)OCCOCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCOCCO [>][]}",M14
401,401,yes,fluid,no,Suberic acid,OC(=O)CCCCCCC(=O)O,diethylene glycol,OCCOCCO,"C(=O)CCCCCCC(=O)OCCOCCO
",,,,1:01,"{[][<]C(=O)CCCCCCC(=O)[<],[>]OCCOCCO[
>][]}",M14
402,402,yes,fluid,no,Adipic acid,OC(=O)CCCCC(=O)O,diethylene glycol,OCCOCCO,"C(=O)CCCCC(=O)OCCOCCO
",7.18,8.82,1.23,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCOCCO[>][]
}",M14
403,403,yes,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)CCCCCCCC(=O)OCC(C)CO,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(C)C O[>][]}",M3
404,404,yes,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)CCCCCCCC(=O)OCCOCCOCCO,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCCOCC OCCO[>][]}",M14
405,405,yes,glassy,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)CCCCCCCCC(=O)OCCOCCOCCO,1.79,3.51,1.96,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCOC COCCO[>][]}",M14
406,406,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)C(CC1)CCC1C(=O)OCCOCCOCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCOC COCCO[>][]}",M20
407,407,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCOCCOCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC COCCOCCO[>][]}",M14
408,408,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,triethylene glycol,OCCOCCOCCO,"C(=O)CSCC(=O)OCCOCCOCCO
",,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCCOCCOCCO[
>][]}",M14
409,409,yes,glassy,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)C(CC1)CCC1C(=O)OCC(C)CO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCC(C) CO[>][]}",M3
410,410,yes,fluid,no,Suberic acid,OC(=O)CCCCCCC(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)CCCCCCC(=O)OCCOCCOCCO,1.35,2.42,1.8,1:01,"{[][<]C(=O)CCCCCCC(=O)[<],[>]OCCOCCO CCO[>][]}",M14
411,411,yes,fluid,yes,Adipic acid,OC(=O)CCCCC(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)CCCCC(=O)OCCOCCOCCO,7.44,9.31,1.25,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCOCCOCC O[>][]}",M14
412,412,yes,fluid,no,pimelic acid,OC(=O)CCCCCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CCCCCC(=O)OC(C)COC(C)COC(C)CO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OC(C)COC(C
)COC(C)CO[>][]}",M15
413,413,yes,fluid,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CCCCCCCC(=O)OC(C)COC(C)COC(C)CO,1.47,2.55,1.73,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OC(C)CO C(C)COC(C)CO[>][]}",M15
414,414,yes,fluid,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CCCCCCCCC(=O)OC(C)COC(C)COC(C)CO,1.73,2.98,1.72,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OC(C)C OC(C)COC(C)CO[>][]}",M15
415,415,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)C(CC1)CCC1C(=O)OC(C)COC(C)COC(C)CO,0.89,1.68,1.89,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OC(C)C OC(C)COC(C)CO[>][]}",M15
416,416,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CCCC(=O)OC(C)COC(C)COC(C)CO,0.88,1.67,1.89,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OC(C)COC(C)C OC(C)CO[>][]}",M15
417,417,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CSCC(=O)OC(C)COC(C)COC(C)CO,1.01,1.58,1.57,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OC(C)COC(C)C OC(C)CO[>][]}",M15
418,418,yes,fluid,no,Suberic acid,OC(=O)CCCCCCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CCCCCCC(=O)OC(C)COC(C)COC(C)CO,,,,1:01,"{[][<]C(=O)CCCCCCC(=O)[<],[>]OC(C)COC( C)COC(C)CO[>][]}",M15
419,419,yes,fluid,no,Succinic acid,OC(=O)CCC(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)CCC(=O)OC(C)COC(C)COC(C)CO,0.95,1.68,1.76,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OC(C)COC(C)CO C(C)CO[>][]}",M15
420,420,yes,fluid,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)CCCCCCCC(=O)OCC(C)OCC(C)O,1.41,2.51,1.78,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(C)O CC(C)O[>][]}",M15
421,421,yes,fluid,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)CCCCCCCCC(=O)OCC(C)OCC(C)O,1.46,2.59,1.78,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(C) OCC(C)O[>][]}",M15
422,422,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)C(CC1)CCC1C(=O)OCC(C)OCC(C)O,0.76,1.32,1.74,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCC(C) OCC(C)O[>][]}",M15
423,423,yes,fluid,no,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(C)OCC(C)O,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC C(C)OCC(C)O[>][]}",M15
424,424,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)CCCC(=O)OCC(C)OCC(C)O,0.88,1.61,1.84,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(C)OCC(C) O[>][]}",M15
425,425,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)CSCC(=O)OCC(C)OCC(C)O,1.06,1.78,1.68,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(C)OCC(C) O[>][]}",M15
426,426,yes,fluid,no,Diglycolic acid,OC(=O)COCC(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)COC(=O)OCC(C)OCC(C)O,0.58,0.67,1.15,1:01,"{[][<]C(=O)COC(=O)[<],[>]OCC(C)OCC(C)O[>][]}",M15
427,427,yes,fluid,no,Adipic acid,OC(=O)CCCCC(=O)O,dipropylene glycol,OCC(C)OCC(C)O,C(=O)CCCCC(=O)OCC(C)OCC(C)O,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCC(C)OCC(C
)O[>][]}",M21
428,428,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)c(ccc1)cc1C(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(CC)( CC)CO[>][]}",M18
429,429,yes,crystalline,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)CCCCCCCC(=O)OCCSCCO,1.19,1.96,1.64,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCCSCC O[>][]}",M16
430,430,yes,crystalline,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)CCCCCCCCC(=O)OCCSCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCSC CO[>][]}",M16
431,431,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)C(CC1)CCC1C(=O)OCCSCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCSC CO[>][]}",M16
432,432,yes,crystalline,no,glutaric acid,OC(=O)CCCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)CCCC(=O)OCCSCCO,1.62,2.8,1.72,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCSCCO[>][]}",M16
433,433,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)CSCC(=O)OCCSCCO,0.92,1.74,1.89,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCCSCCO[>][]}",M16
434,434,yes,fluid,yes,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,"C(=O)COCCOCC(=O)OCCSCCO
",,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCCSCCO[
>][]}",M16
435,435,yes,fluid,no,Diglycolic acid,OC(=O)COCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)COC(=O)OCCSCCO,,,,1:01,"{[][<]C(=O)COC(=O)[<],[>]OCCSCCO[>][]}",M21
436,436,no,fluid,no,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)c(ccc1)cc1C(=O)OCCSCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCSCCO [>][]}",M16
437,437,yes,crystalline,no,Adipic acid,OC(=O)CCCCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,"C(=O)CCCCC(=O)OCCSCCO
",1.86,3.22,1.73,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCSCCO[>][]
}",M16
438,438,yes,crystalline,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)CCCC(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OC(CC1)CCC1O [>][]}",M3
439,439,yes,crystalline,no,Succinic acid,OC(=O)CCC(=O)O,"2,2_-
Thiodiethanol",OCCSCCO,C(=O)CCC(=O)OCCSCCO,0.81,1.41,1.74,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCSCCO[>][]}",M16
440,440,yes,fluid,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)CCCCCCCC(=O)OCC(COC(CCCC1)C1OC)O,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(COC (CCCC1)C1OC)O[>][]}",M16
441,441,yes,fluid,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)CCCCCCCCC(=O)OCC(COC(CCCC1)C1OC)O,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(CO C(CCCC1)C1OC)O[>][]}",M16
442,442,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)C(CC1)CCC1C(=O)OCC(COC(CCCC1)C1OC)O,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCC(C OC(CCCC1)C1OC)O[>][]}",M16
443,443,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)CCCC(=O)OCC(COC(CCCC1)C1OC)O,5.28,5.84,1.11,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(COC(CCC C1)C1OC)O[>][]}",M16
444,444,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)CSCC(=O)OCC(COC(CCCC1)C1OC)O,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(COC(CCC C1)C1OC)O[>][]}",M16
445,445,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)COCCOCC(=O)OCC(COC(CCCC1)C1OC)O,,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(COC( CCCC1)C1OC)O[>][]}",M16
446,446,yes,fluid,no,Diglycolic acid,OC(=O)COCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)COC(=O)OCC(COC(CCCC1)C1OC)O,,,,1:01,"{[][<]C(=O)COC(=O)[<],[>]OCC(COC(CCCC 1)C1OC)O[>][]}",M16
447,447,yes,fluid,no,Adipic acid,OC(=O)CCCCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)CCCCC(=O)OCC(COC(CCCC1)C1OC)O,4.83,5.13,1.06,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCC(COC(CC CC1)C1OC)O[>][]}",M16
448,448,yes,crystalline,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)CCCCCC(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OC(CC1)CCC 1O[>][]}",M3
449,449,no,fluid,no,Succinic acid,OC(=O)CCC(=O)O,Guaiacol glyceryl ether,OCC(COC(CCCC1)C1OC)O,C(=O)CCC(=O)OCC(COC(CCCC1)C1OC)O,4.63,4.82,1.04,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCC(COC(CCCC1
)C1OC)O[>][]}",M16
450,450,no,solid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,C(=O)CCCCCCCC(=O)OC(CS1)SCC1O,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OC(CS1)S CC1O[>][]}",M17
451,451,no,solid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,C(=O)C(CC1)CCC1C(=O)OC(CS1)SCC1O,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OC(CS1
)SCC1O[>][]}",M21
452,452,no,solid,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,"C(=O)CCCC(=O)OC(CS1)SCC1O
",,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OC(CS1)SCC1O[
>][]}",M17
453,453,no,solid,yes,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,"C(=O)CSCC(=O)OC(CS1)SCC1O
",,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OC(CS1)SCC1O[
>][]}",M17
454,454,yes,crystalline,yes,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,C(=O)COCCOCC(=O)OC(CS1)SCC1O,,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OC(CS1)SC C1O[>][]}",M17
455,455,no,solid,yes,Diglycolic acid,OC(=O)COCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,"C(=O)COC(=O)OC(CS1)SCC1O
",,,,1:01,"{[][<]C(=O)COC(=O)[<],[>]OC(CS1)SCC1O[>
][]}",M17
456,456,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,C(=O)c(ccc1)cc1C(=O)OC(CS1)SCC1O,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OC(CS1)S CC1O[>][]}",M17
457,457,no,solid,yes,Adipic acid,OC(=O)CCCCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,C(=O)CCCCC(=O)OC(CS1)SCC1O,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OC(CS1)SCC1 O[>][]}",M21
458,458,no,solid,no,pimelic acid,OC(=O)CCCCCC(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,C(=O)CCCCCC(=O)OCCC(C)CCO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCC(C)CC O[>][]}",M3
459,459,no,solid,yes,Succinic acid,OC(=O)CCC(=O)O,"1,4-dithiane-2,5- diol",OC(CS1)SCC1O,"C(=O)CCC(=O)OC(CS1)SCC1O
",,,,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OC(CS1)SCC1O[>
][]}",M17
460,460,yes,fluid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,tripropylene glycol,OC(C)COC(C)COC(C)CO,C(=O)c1nc2ccccc2c(c1)C(=O)OC(C)COC(C)COC(C)CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC( C)COC(C)COC(C)CO[>][]}",M22
461,461,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)c1nc2ccccc2c(c1)C(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC(
CC1)CCC1C(C)(C)C(CC2)CCC2O[>][]}",M22
462,462,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)c1nc2ccccc2c(c1)C(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC( CC1)CCC1O[>][]}",M22
463,463,yes,fluid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC
C(C)(C)C(C(C)C)O[>][]}",M22
464,464,yes,crystalline,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(C)(C)CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(C)(C)CO[>][]}",M22
465,465,no,fluid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(C)CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(C)CO[>][]}",M22
466,466,no,fluid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,2-Propanediol",OCC(C)O,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(C)O,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(C)O[>][]}",M22
467,467,yes,crystalline,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(CC(C1)C2C3)C1C2CC3CO[>][]}",M22
468,468,yes,fluid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(CC)(CC)CO[>][]}",M22
469,469,yes,crystalline,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)CSCC(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OC(CC1)CCC1O [>][]}",M4
470,470,yes,fluid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(CC)(CCCC)CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(CC)(CCCC)CO[>][]}",M22
471,471,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCCCCCCCCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CCCCCCCCCO[>][]}",M22
